argument_id|frame_id|frame|topic_id|topic|premise|stance|conclusion|genericFrame|fuzzyFrame
10333|1237|deportation|1109| Path to citizenship for illegal immigrants in the US|"Edwin S. Rubenstein, MA, President of Edwin S. Rubenstein (ESR) Research Economic Consultants, in a Jan. 26, 2006 VDare.com article entitled ""No-one’s Suggesting Mass Deportation—But It Would Pay For Itself,"": ""even if $206 billion was a reasonable cost estimate, mass deportation would be well worth it. Just consider the economic burden illegal aliens impose on the rest of us... Total fiscal benefits of deportation are thus estimated at $51 billion per year... At this rate, mass deportation would pay for itself in about four years. Plus, of course, we’d get America back."""|Con|Costs of deportation made up for by savings to taxpayers|__UNKNOWN__|(__UNKNOWN__:1)
10334|0|economics|1109| Path to citizenship for illegal immigrants in the US|Undocumented immigrants perform many jobs in the United States, including farming, cleaning, yard-work, and many other types of work that US citizens are not willing to engage in. A path to citizenship helps protect these industries.|Pro|Undocumented immigrants perform essential work in the US.|ECONOMIC|(ECONOMIC:1.0)
10335|0|economics|1109| Path to citizenship for illegal immigrants in the US|": ""In other words, there is a huge difference between the economic status of immigrants who have become citizens and those who have not. The path to citizenship is also a path out of poverty. [...] the poverty rate of Hispanic non-citizens was 26.1 percent in 2004, compared with 13.4 percent of the naturalized Hispanic population. (The comparison is almost identical for black immigrants.) [...] We can thus be confident that an important reason for this difference is the benefits conferred by citizenship and the disadvantages associated with lack of citizenship. It is simply much easier to integrate economically, not to mention culturally and socially, if one is a citizen."""|Pro|Path to citizenship will lower poverty among illegals|ECONOMIC|(ECONOMIC:1.0)
10336|0|economics|1109| Path to citizenship for illegal immigrants in the US|"John J. Sweeney, President of the American Federation of Labor ""Letter to the National and International Union Presidents."" AFL CIO. June 1st, 2005: ""We are strongly supportive of the concept of legalization, recognizing that raising the floor for undocumented workers and bringing them out of the shadows will improve working conditions for all workers. We are also in agreement that if this bill moves forward, we will seek expand its labor protections considerably to ensure a positive outcome for all workers."""|Pro|Path to citizenship will improve working conditions for all|ECONOMIC|(ECONOMIC:1.0)
10337|0|economics|1109| Path to citizenship for illegal immigrants in the US|The money that these immigrants earn are sent directly to Mexico and the countries they come from where they send to their families. Giving these illegal immigrants citizenship only gives them more rights, opportunities, and money, giving even more of their money to Mexico and the countries they come from. This overburdens the taxpayers and the people that support these citizens which came here illegally in the first place.|Con|Home sweet home|ECONOMIC|(ECONOMIC:1.0)
10338|0|economics|1109| Path to citizenship for illegal immigrants in the US|"Phyllis Schlafly, JD, conservative political activist, public speaker, and author, in a Nov. 9, 2004 Human Events article titled ""Get Borders and Illegal Immigration Under Control"": ""Since millions of Americans are without health insurance, repeal the federal laws that require local American taxpayers to pay for emergency medical care and schooling for illegal aliens, and enforce the law that forbids states to grant the subsidy of in-state college tuition to illegal aliens."""|Con|Illegals and path to citizenship is a burden on taxpayers|ECONOMIC|(ECONOMIC:1.0)
10339|0|economics|1109| Path to citizenship for illegal immigrants in the US|"Phyllis Schlafly, JD, conservative political activist, public speaker, and author, in a Nov. 9, 2004 Human Events article titled ""Get Borders and Illegal Immigration Under Control"": ""No Amnesty. Congress should stiffen its backbone against the Bush Administration plan to grant amnesty to illegal aliens... Millions of foreigners are 'willing' to work for a few dollars a day and Americans are not willing to work for Third World wages. Terminate H-1B visas, since the U.S. has thousands of unemployed American engineers and computer specialists."""|Con|Illegals take jobs from and lower wages for US citizens|ECONOMIC|(ECONOMIC:1.0)
10340|39|security|1109| Path to citizenship for illegal immigrants in the US|"John McCain, US Senator (R - AZ), in a May 13, 2005 press release titled ""Members of Congress Introduce Comprehensive Border Security & Immigration Reform Bill [S 2611]"": ""We have a national interest in identifying these individuals, incentivizing them to come forward out of the shadows, go through security background checks, pay back taxes, pay penalties for breaking the law, learn to speak English, and regularize their status."""|Pro|US has many national interests in path to citizenship|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
10341|39|security|1109| Path to citizenship for illegal immigrants in the US|A path to citizenship legitimizes illegal immigration, increasing the belief that immigrating illegally is OK, thus further jeopardizing borders, straining border enforcement resources, and generally increasing the risk that terrorists or narco-traffickers will be able to pass through the borders undetected. A path to citizenship, therefore, constitutes a threat to national security.|Con|Condoning illegal immigration threatens national security.|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
10342|39|security|1109| Path to citizenship for illegal immigrants in the US|"John Fonte, PhD, Senior Fellow at the Hudson Institute, in a Sep. 1, 2006 transcript of the hearing before the US House of Representatives Committee on the Judiciary: ""If Reid-Kennedy [S 2611] or Pence-Hutchison 'Compromise Plan' becomes law, 11-12 million illegal immigrants will be eligible for U.S. citizenship, while, at the same time, retaining citizenship to their birth nations greatly exacerbating the dual allegiance problem and encouraging the diminution of loyalty to the United States."""|Con|Legalized aliens are unlikely to be patriotic|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
10343|579|opinion|1109| Path to citizenship for illegal immigrants in the US|"Polls that describe proposals that have actually been considered found broad support. The Pew Research Center for the People & the Press found in 2009 that ""most Americans (63%) say they favor providing a way for illegal immigrants currently in the country to gain legal citizenship if they pass background checks, pay fines and have jobs."" An April 2009 Washington Post/ABC News poll also found that 61 percent of respondents support ""a program giving illegal immigrants now living in the United States the right to live here legally if they pay a fine and meet other requirements."""|Pro|Some polls find Americans support conditional amnesty.|PUBLIC OPINION|(PUBLIC OPINION:1.0)
10344|579|opinion|1109| Path to citizenship for illegal immigrants in the US|"A 2010 CNN/Opinion Research asked, ""Do you think the United States should or should not make it easier for illegal immigrants to become citizens of the United States?"" Sixty-six percent of respondents said the U.S. should not make it easier. 33 percent said it should."|Con|Americans oppose amnesty for illegal immigrants|PUBLIC OPINION|(PUBLIC OPINION:1.0)
